case_no,case_type,question_no,question,c_option,script_file,video_file_name,output_relative_path,status,source,role,tts_speed,raw_video_path,deliverable_video_path,actual_duration_seconds,video_codec,audio_codec,resolution,remark
19,教育升学代理,2,双方对教育升学代理的关键条款是否约定清楚？,未约定代理目标、退款条件或服务期限，双方对代理核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/19_教育升学代理/q2_c.txt,19_教育升学代理_Q2_C.mp4,videos/final/19_教育升学代理/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/19_教育升学代理/q2_c.mp4,videos/deliverable/19_教育升学代理/q2_c.mp4,41.34,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
19,教育升学代理,3,合同签订后，代理方是否实际启动了升学/申请办理流程？,合同签订后代理方未实际开展任何升学办理工作，申请流程从未启动。,执行资料/正式脚本_反馈合并版/19_教育升学代理/q3_c.txt,19_教育升学代理_Q3_C.mp4,videos/final/19_教育升学代理/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/19_教育升学代理/q3_c.mp4,videos/deliverable/19_教育升学代理/q3_c.mp4,37.76,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
19,教育升学代理,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对申请结果或服务进度不满意。,执行资料/正式脚本_反馈合并版/19_教育升学代理/q4_c.txt,19_教育升学代理_Q4_C.mp4,videos/final/19_教育升学代理/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/19_教育升学代理/q4_c.mp4,videos/deliverable/19_教育升学代理/q4_c.mp4,38.52,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
19,教育升学代理,5,关于您主张的退款金额，是否有清晰的计算依据和证据支撑？,缺少服务进度记录或申请结果证明，退款金额主要来自单方主张，难以核实应退金额。,执行资料/正式脚本_反馈合并版/19_教育升学代理/q5_c.txt,19_教育升学代理_Q5_C.mp4,videos/final/19_教育升学代理/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/19_教育升学代理/q5_c.mp4,videos/deliverable/19_教育升学代理/q5_c.mp4,37.48,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
20,定制化服务,1,您主张双方存在定制化服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/20_定制化服务/q1_c.txt,20_定制化服务_Q1_C.mp4,videos/final/20_定制化服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/20_定制化服务/q1_c.mp4,videos/deliverable/20_定制化服务/q1_c.mp4,39.55,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
20,定制化服务,2,双方对定制化服务的关键条款是否约定清楚？,未约定服务的具体内容、成果标准或退款条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/20_定制化服务/q2_c.txt,20_定制化服务_Q2_C.mp4,videos/final/20_定制化服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/20_定制化服务/q2_c.mp4,videos/deliverable/20_定制化服务/q2_c.mp4,41.24,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
20,定制化服务,3,合同签订后，定制服务/产品是否实际进入制作或执行阶段？,合同签订后服务方未实际启动任何制作或执行工作，定制服务从未开始。,执行资料/正式脚本_反馈合并版/20_定制化服务/q3_c.txt,20_定制化服务_Q3_C.mp4,videos/final/20_定制化服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/20_定制化服务/q3_c.mp4,videos/deliverable/20_定制化服务/q3_c.mp4,37.76,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
20,定制化服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对服务结果或成果效果不满意。,执行资料/正式脚本_反馈合并版/20_定制化服务/q4_c.txt,20_定制化服务_Q4_C.mp4,videos/final/20_定制化服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/20_定制化服务/q4_c.mp4,videos/deliverable/20_定制化服务/q4_c.mp4,36.95,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
20,定制化服务,5,关于您主张的退款或赔偿金额，是否有清晰的计算依据和证据支撑？,缺少服务完成的证明材料，退款金额主要来自单方主张，难以核实应退金额。,执行资料/正式脚本_反馈合并版/20_定制化服务/q5_c.txt,20_定制化服务_Q5_C.mp4,videos/final/20_定制化服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/20_定制化服务/q5_c.mp4,videos/deliverable/20_定制化服务/q5_c.mp4,39.70,h264,aac,1080x1920,按第01批校对稿重跑；语速1.0；已叠加广仲logo；字幕按校对稿预断句。
21,婚恋情感服务,1,您主张双方存在婚恋情感服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，或仅曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/21_婚恋情感服务/q1_c.txt,21_婚恋情感服务_Q1_C.mp4,videos/final/21_婚恋情感服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/21_婚恋情感服务/q1_c.mp4,videos/deliverable/21_婚恋情感服务/q1_c.mp4,43.90,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
21,婚恋情感服务,2,双方对婚恋情感服务的关键条款是否约定清楚？,未约定服务次数、匹配标准或退款条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/21_婚恋情感服务/q2_c.txt,21_婚恋情感服务_Q2_C.mp4,videos/final/21_婚恋情感服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/21_婚恋情感服务/q2_c.mp4,videos/deliverable/21_婚恋情感服务/q2_c.mp4,44.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
21,婚恋情感服务,3,合同签订后，平台/顾问是否实际启动了介绍/配对/情感服务？,合同签订后平台/顾问从未实际安排任何配对或情感服务，服务从未启动。,执行资料/正式脚本_反馈合并版/21_婚恋情感服务/q3_c.txt,21_婚恋情感服务_Q3_C.mp4,videos/final/21_婚恋情感服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/21_婚恋情感服务/q3_c.mp4,videos/deliverable/21_婚恋情感服务/q3_c.mp4,44.35,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
21,婚恋情感服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对匹配结果或配对质量不满意。,执行资料/正式脚本_反馈合并版/21_婚恋情感服务/q4_c.txt,21_婚恋情感服务_Q4_C.mp4,videos/final/21_婚恋情感服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/21_婚恋情感服务/q4_c.mp4,videos/deliverable/21_婚恋情感服务/q4_c.mp4,41.79,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
21,婚恋情感服务,5,关于您主张的退款金额，是否有清晰的计算依据和证据支撑？,缺少服务记录，退款金额主要来自单方主张，难以核实已提供的服务次数和应退金额。,执行资料/正式脚本_反馈合并版/21_婚恋情感服务/q5_c.txt,21_婚恋情感服务_Q5_C.mp4,videos/final/21_婚恋情感服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/21_婚恋情感服务/q5_c.mp4,videos/deliverable/21_婚恋情感服务/q5_c.mp4,41.34,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
22,资质许可代理,1,您主张双方存在资质许可代理关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，代办内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/22_资质许可代理/q1_c.txt,22_资质许可代理_Q1_C.mp4,videos/final/22_资质许可代理/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/22_资质许可代理/q1_c.mp4,videos/deliverable/22_资质许可代理/q1_c.mp4,38.95,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
22,资质许可代理,2,双方对资质许可代理的关键条款是否约定清楚？,未约定代办的具体目标、退款条件或政策变化时的处理方式，双方对代办核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/22_资质许可代理/q2_c.txt,22_资质许可代理_Q2_C.mp4,videos/final/22_资质许可代理/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/22_资质许可代理/q2_c.mp4,videos/deliverable/22_资质许可代理/q2_c.mp4,45.08,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
22,资质许可代理,3,合同签订后，代理方是否实际启动了资质申报/许可办理流程？,合同签订后代理方未实际启动任何申报工作，资质办理流程从未开始。,执行资料/正式脚本_反馈合并版/22_资质许可代理/q3_c.txt,22_资质许可代理_Q3_C.mp4,videos/final/22_资质许可代理/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/22_资质许可代理/q3_c.mp4,videos/deliverable/22_资质许可代理/q3_c.mp4,40.28,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
22,资质许可代理,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对办理进度或结果不满意。,执行资料/正式脚本_反馈合并版/22_资质许可代理/q4_c.txt,22_资质许可代理_Q4_C.mp4,videos/final/22_资质许可代理/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/22_资质许可代理/q4_c.mp4,videos/deliverable/22_资质许可代理/q4_c.mp4,40.19,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
22,资质许可代理,5,关于您主张的退款金额，是否有清晰的计算依据和证据支撑？,缺少办理进度记录，退款金额主要来自单方主张，难以核实服务进展情况。,执行资料/正式脚本_反馈合并版/22_资质许可代理/q5_c.txt,22_资质许可代理_Q5_C.mp4,videos/final/22_资质许可代理/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/22_资质许可代理/q5_c.mp4,videos/deliverable/22_资质许可代理/q5_c.mp4,40.06,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
23,健身服务,1,您主张双方存在健身服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，课时数量和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/23_健身服务/q1_c.txt,23_健身服务_Q1_C.mp4,videos/final/23_健身服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/23_健身服务/q1_c.mp4,videos/deliverable/23_健身服务/q1_c.mp4,37.08,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
23,健身服务,2,双方对健身服务的关键条款是否约定清楚？,未约定退课退费条件，或明确约定「已售出不退款」，也未约定会员期限内的保障条款。,执行资料/正式脚本_反馈合并版/23_健身服务/q2_c.txt,23_健身服务_Q2_C.mp4,videos/final/23_健身服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/23_健身服务/q2_c.mp4,videos/deliverable/23_健身服务/q2_c.mp4,38.83,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
23,健身服务,3,合同签订后，健身服务（会员课/私教）是否实际开始提供？,合同签订后服务从未实际开始，学员从未使用过任何课时或场馆资源。,执行资料/正式脚本_反馈合并版/23_健身服务/q3_c.txt,23_健身服务_Q3_C.mp4,videos/final/23_健身服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/23_健身服务/q3_c.mp4,videos/deliverable/23_健身服务/q3_c.mp4,34.90,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
23,健身服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对健身效果或教练水平不满意。,执行资料/正式脚本_反馈合并版/23_健身服务/q4_c.txt,23_健身服务_Q4_C.mp4,videos/final/23_健身服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/23_健身服务/q4_c.mp4,videos/deliverable/23_健身服务/q4_c.mp4,34.90,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
23,健身服务,5,关于您主张的退款金额，是否有清晰的计算依据和证据支撑？,缺少课时记录，退款金额主要来自单方估算，难以核实已完成和剩余课时数。,执行资料/正式脚本_反馈合并版/23_健身服务/q5_c.txt,23_健身服务_Q5_C.mp4,videos/final/23_健身服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/23_健身服务/q5_c.mp4,videos/deliverable/23_健身服务/q5_c.mp4,36.48,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
24,展会会务服务,1,您主张双方存在展会会务服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，搭建范围和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/24_展会会务服务/q1_c.txt,24_展会会务服务_Q1_C.mp4,videos/final/24_展会会务服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/24_展会会务服务/q1_c.mp4,videos/deliverable/24_展会会务服务/q1_c.mp4,44.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
24,展会会务服务,2,双方对展会会务服务的关键条款是否约定清楚？,未约定搭建具体范围、验收标准或费用结算条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/24_展会会务服务/q2_c.txt,24_展会会务服务_Q2_C.mp4,videos/final/24_展会会务服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/24_展会会务服务/q2_c.mp4,videos/deliverable/24_展会会务服务/q2_c.mp4,47.42,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
24,展会会务服务,3,合同签订后，展会/会务服务是否实际开始执行？,合同签订后服务方未实际启动任何筹备或执行工作，活动从未开展。,执行资料/正式脚本_反馈合并版/24_展会会务服务/q3_c.txt,24_展会会务服务_Q3_C.mp4,videos/final/24_展会会务服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/24_展会会务服务/q3_c.mp4,videos/deliverable/24_展会会务服务/q3_c.mp4,44.67,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
24,展会会务服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对搭建效果或会务细节不满意。,执行资料/正式脚本_反馈合并版/24_展会会务服务/q4_c.txt,24_展会会务服务_Q4_C.mp4,videos/final/24_展会会务服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/24_展会会务服务/q4_c.mp4,videos/deliverable/24_展会会务服务/q4_c.mp4,42.84,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
24,展会会务服务,5,关于您主张的费用金额，是否有清晰的计算依据和证据支撑？,缺少验收记录或合同文件，费用金额主要来自单方统计，难以核实已完成服务内容。,执行资料/正式脚本_反馈合并版/24_展会会务服务/q5_c.txt,24_展会会务服务_Q5_C.mp4,videos/final/24_展会会务服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/24_展会会务服务/q5_c.mp4,videos/deliverable/24_展会会务服务/q5_c.mp4,42.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
25,医疗健康服务,1,您主张双方存在医疗健康服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，服务内容和费用均无可核验依据。,执行资料/正式脚本_反馈合并版/25_医疗健康服务/q1_c.txt,25_医疗健康服务_Q1_C.mp4,videos/final/25_医疗健康服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/25_医疗健康服务/q1_c.mp4,videos/deliverable/25_医疗健康服务/q1_c.mp4,37.27,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
25,医疗健康服务,2,双方对医疗健康服务的关键条款是否约定清楚？,未约定服务具体项目内容、报告时限或退款条件，双方对服务核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/25_医疗健康服务/q2_c.txt,25_医疗健康服务_Q2_C.mp4,videos/final/25_医疗健康服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/25_医疗健康服务/q2_c.mp4,videos/deliverable/25_医疗健康服务/q2_c.mp4,42.35,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
25,医疗健康服务,3,合同签订后，医疗/健康服务是否实际开始提供？,合同签订后服务方从未实际开始提供医疗健康服务，无任何就诊或服务记录。,执行资料/正式脚本_反馈合并版/25_医疗健康服务/q3_c.txt,25_医疗健康服务_Q3_C.mp4,videos/final/25_医疗健康服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/25_医疗健康服务/q3_c.mp4,videos/deliverable/25_医疗健康服务/q3_c.mp4,38.83,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
25,医疗健康服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对检测结果或健康建议的准确性有疑虑。,执行资料/正式脚本_反馈合并版/25_医疗健康服务/q4_c.txt,25_医疗健康服务_Q4_C.mp4,videos/final/25_医疗健康服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/25_医疗健康服务/q4_c.mp4,videos/deliverable/25_医疗健康服务/q4_c.mp4,39.79,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
25,医疗健康服务,5,关于您主张的退款或损失金额，是否有清晰的计算依据和证据支撑？,缺少检测记录或合同文件，退款或损失金额主要来自单方主张，难以核实。,执行资料/正式脚本_反馈合并版/25_医疗健康服务/q5_c.txt,25_医疗健康服务_Q5_C.mp4,videos/final/25_医疗健康服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男1_浩南-商务,1.0,videos/final/25_医疗健康服务/q5_c.mp4,videos/deliverable/25_医疗健康服务/q5_c.mp4,38.72,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
26,新能源运营服务,1,您主张双方存在新能源运营服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，运营内容和收益分配均无可核验依据。,执行资料/正式脚本_反馈合并版/26_新能源运营服务/q1_c.txt,26_新能源运营服务_Q1_C.mp4,videos/final/26_新能源运营服务/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/26_新能源运营服务/q1_c.mp4,videos/deliverable/26_新能源运营服务/q1_c.mp4,40.19,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
26,新能源运营服务,2,双方对新能源运营服务的关键条款是否约定清楚？,未约定运营收益分配、招商成果标准或退出条件，双方对运营核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/26_新能源运营服务/q2_c.txt,26_新能源运营服务_Q2_C.mp4,videos/final/26_新能源运营服务/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/26_新能源运营服务/q2_c.mp4,videos/deliverable/26_新能源运营服务/q2_c.mp4,42.03,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
26,新能源运营服务,3,合同签订后，新能源运营（光伏/充电桩/储能等）服务是否实际启动？,合同签订后运营方未实际开展任何安装或运营工作，项目从未启动。,执行资料/正式脚本_反馈合并版/26_新能源运营服务/q3_c.txt,26_新能源运营服务_Q3_C.mp4,videos/final/26_新能源运营服务/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/26_新能源运营服务/q3_c.mp4,videos/deliverable/26_新能源运营服务/q3_c.mp4,37.67,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
26,新能源运营服务,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对运营效果或收益水平不满意。,执行资料/正式脚本_反馈合并版/26_新能源运营服务/q4_c.txt,26_新能源运营服务_Q4_C.mp4,videos/final/26_新能源运营服务/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/26_新能源运营服务/q4_c.mp4,videos/deliverable/26_新能源运营服务/q4_c.mp4,37.12,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
26,新能源运营服务,5,关于您主张的收益或损失金额，是否有清晰的计算依据和证据支撑？,缺少运营数据或结算凭证，金额主要来自单方估算，难以核实应付收益。,执行资料/正式脚本_反馈合并版/26_新能源运营服务/q5_c.txt,26_新能源运营服务_Q5_C.mp4,videos/final/26_新能源运营服务/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女1_婉玟-商务,1.0,videos/final/26_新能源运营服务/q5_c.mp4,videos/deliverable/26_新能源运营服务/q5_c.mp4,39.87,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
27,能源交易节能,1,您主张双方存在能源交易节能服务关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，电量结算和收益分配均无可核验依据。,执行资料/正式脚本_反馈合并版/27_能源交易节能/q1_c.txt,27_能源交易节能_Q1_C.mp4,videos/final/27_能源交易节能/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/27_能源交易节能/q1_c.mp4,videos/deliverable/27_能源交易节能/q1_c.mp4,43.75,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
27,能源交易节能,2,双方对能源交易节能的关键条款是否约定清楚？,未约定收益分成计算方式、节能效果认定标准或结算条件，双方对核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/27_能源交易节能/q2_c.txt,27_能源交易节能_Q2_C.mp4,videos/final/27_能源交易节能/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/27_能源交易节能/q2_c.mp4,videos/deliverable/27_能源交易节能/q2_c.mp4,45.56,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
27,能源交易节能,3,合同签订后，节能服务或能源交易方案是否实际落地执行？,合同签订后服务方未实际开展任何节能服务或能源交易工作，项目从未启动。,执行资料/正式脚本_反馈合并版/27_能源交易节能/q3_c.txt,27_能源交易节能_Q3_C.mp4,videos/final/27_能源交易节能/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/27_能源交易节能/q3_c.mp4,videos/deliverable/27_能源交易节能/q3_c.mp4,42.20,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
27,能源交易节能,4,您主张对方构成违约，具体违约事实是什么？,无法明确指出对方违反了哪项具体约定，主要是对节能效果或分成金额有异议。,执行资料/正式脚本_反馈合并版/27_能源交易节能/q4_c.txt,27_能源交易节能_Q4_C.mp4,videos/final/27_能源交易节能/q4_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/27_能源交易节能/q4_c.mp4,videos/deliverable/27_能源交易节能/q4_c.mp4,40.80,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
27,能源交易节能,5,关于您主张的收益或欠付金额，是否有清晰的计算依据和证据支撑？,缺少电量数据或节能检测结果，收益金额主要来自单方估算，难以核实。,执行资料/正式脚本_反馈合并版/27_能源交易节能/q5_c.txt,27_能源交易节能_Q5_C.mp4,videos/final/27_能源交易节能/q5_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,男2_王浩-正式,1.0,videos/final/27_能源交易节能/q5_c.mp4,videos/deliverable/27_能源交易节能/q5_c.mp4,40.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
28,教育机构合作,1,您主张双方存在教育机构合作关系，请问双方是否形成了相应的合同或合作文件？,没有书面或电子合同，仅能说明曾有口头约定，合作分工和分成比例均无可核验依据。,执行资料/正式脚本_反馈合并版/28_教育机构合作/q1_c.txt,28_教育机构合作_Q1_C.mp4,videos/final/28_教育机构合作/q1_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/28_教育机构合作/q1_c.mp4,videos/deliverable/28_教育机构合作/q1_c.mp4,39.87,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
28,教育机构合作,2,双方对教育机构合作的关键条款是否约定清楚？,未约定合作分工、代垫费用范围或分成计算方式，双方对合作核心权利义务均无明确书面约定。,执行资料/正式脚本_反馈合并版/28_教育机构合作/q2_c.txt,28_教育机构合作_Q2_C.mp4,videos/final/28_教育机构合作/q2_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/28_教育机构合作/q2_c.mp4,videos/deliverable/28_教育机构合作/q2_c.mp4,43.96,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
28,教育机构合作,3,合同签订后，双方合作项目（课程共建/渠道合作/联合招生等）是否实际启动？,合同签订后双方合作项目从未实际启动，无任何可查证的合作行为。,执行资料/正式脚本_反馈合并版/28_教育机构合作/q3_c.txt,28_教育机构合作_Q3_C.mp4,videos/final/28_教育机构合作/q3_c.mp4,质检通过,文档/游戏化立案项目视频文案题库_反馈合并版.md,女2_雅瑛-知性,1.0,videos/final/28_教育机构合作/q3_c.mp4,videos/deliverable/28_教育机构合作/q3_c.mp4,39.55,h264,aac,1080x1920,按正式脚本生成；语速1.0；已叠加广仲logo。
